,date,state,deaths,cases
2274,2020-10-22,Salta,105.0,9.0
1379,2020-10-22,Jujuy,14.0,4.0
715,2020-10-22,Chaco,87.0,6.0
2137,2020-10-22,Río Negro,375.0,10.0
884,2020-10-22,Corrientes,5.0,3.0
2351,2020-10-22,San Juan,89.0,1.0
1738,2020-10-22,Mendoza,485.0,6.0
3005,2020-10-22,Tucumán,383.0,24.0
817,2020-10-22,Chubut,339.0,6.0
2689,2020-10-22,Santa Fe,1440.0,30.0
2525,2020-10-22,Santa Cruz,295.0,4.0
1958,2020-10-22,Neuquén,484.0,8.0
2784,2020-10-22,Santiago del Estero,493.0,3.0
1567,2020-10-22,La Rioja,6.0,3.0
2419,2020-10-22,San Luis,11.0,4.0
2893,2020-10-22,Tierra del Fuego,140.0,6.0
218,2020-10-22,Buenos Aires,4327.0,139.0
477,2020-10-22,CABA,1148.0,27.0
1440,2020-10-22,La Pampa,328.0,4.0
1228,2020-10-22,Entre Ríos,440.0,5.0
1036,2020-10-22,Córdoba,1204.0,30.0
1568,2020-10-23,La Rioja,4.0,1.0
2690,2020-10-23,Santa Fe,1455.0,38.0
885,2020-10-23,Corrientes,11.0,3.0
1441,2020-10-23,La Pampa,248.0,2.0
1380,2020-10-23,Jujuy,8.0,5.0
2420,2020-10-23,San Luis,16.0,7.0
2785,2020-10-23,Santiago del Estero,373.0,3.0
1739,2020-10-23,Mendoza,509.0,11.0
219,2020-10-23,Buenos Aires,4630.0,164.0
1229,2020-10-23,Entre Ríos,452.0,8.0
2526,2020-10-23,Santa Cruz,282.0,4.0
716,2020-10-23,Chaco,63.0,8.0
3006,2020-10-23,Tucumán,330.0,19.0
818,2020-10-23,Chubut,374.0,6.0
2138,2020-10-23,Río Negro,433.0,10.0
2275,2020-10-23,Salta,105.0,8.0
2894,2020-10-23,Tierra del Fuego,126.0,3.0
478,2020-10-23,CABA,1083.0,22.0
1959,2020-10-23,Neuquén,536.0,12.0
2352,2020-10-23,San Juan,242.0,2.0
1037,2020-10-23,Córdoba,1248.0,25.0
2139,2020-10-24,Río Negro,371.0,11.0
1442,2020-10-24,La Pampa,254.0,1.0
1740,2020-10-24,Mendoza,481.0,17.0
1569,2020-10-24,La Rioja,2.0,1.0
1381,2020-10-24,Jujuy,8.0,1.0
479,2020-10-24,CABA,864.0,31.0
2276,2020-10-24,Salta,103.0,17.0
1230,2020-10-24,Entre Ríos,440.0,11.0
819,2020-10-24,Chubut,397.0,4.0
220,2020-10-24,Buenos Aires,4514.0,154.0
717,2020-10-24,Chaco,79.0,5.0
2786,2020-10-24,Santiago del Estero,403.0,6.0
3007,2020-10-24,Tucumán,333.0,10.0
1038,2020-10-24,Córdoba,1074.0,34.0
2895,2020-10-24,Tierra del Fuego,122.0,5.0
2691,2020-10-24,Santa Fe,1490.0,41.0
1960,2020-10-24,Neuquén,456.0,10.0
2353,2020-10-24,San Juan,229.0,2.0
2421,2020-10-24,San Luis,9.0,3.0
2527,2020-10-24,Santa Cruz,285.0,2.0
2422,2020-10-25,San Luis,13.0,2.0
480,2020-10-25,CABA,1058.0,31.0
221,2020-10-25,Buenos Aires,5170.0,140.0
2787,2020-10-25,Santiago del Estero,467.0,1.0
2896,2020-10-25,Tierra del Fuego,95.0,6.0
2528,2020-10-25,Santa Cruz,214.0,2.0
2692,2020-10-25,Santa Fe,1437.0,35.0
1570,2020-10-25,La Rioja,3.0,1.0
1382,2020-10-25,Jujuy,14.0,1.0
718,2020-10-25,Chaco,80.0,8.0
2277,2020-10-25,Salta,122.0,8.0
1961,2020-10-25,Neuquén,521.0,4.0
3008,2020-10-25,Tucumán,377.0,27.0
2354,2020-10-25,San Juan,313.0,9.0
820,2020-10-25,Chubut,328.0,5.0
2140,2020-10-25,Río Negro,399.0,14.0
1741,2020-10-25,Mendoza,468.0,17.0
1231,2020-10-25,Entre Ríos,489.0,5.0
1039,2020-10-25,Córdoba,1133.0,34.0
2355,2020-10-26,San Juan,314.0,3.0
719,2020-10-26,Chaco,100.0,6.0
222,2020-10-26,Buenos Aires,5516.0,142.0
2788,2020-10-26,Santiago del Estero,565.0,1.0
2278,2020-10-26,Salta,144.0,11.0
1742,2020-10-26,Mendoza,559.0,19.0
1443,2020-10-26,La Pampa,317.0,2.0
1232,2020-10-26,Entre Ríos,558.0,10.0
2693,2020-10-26,Santa Fe,1681.0,33.0
2529,2020-10-26,Santa Cruz,249.0,2.0
886,2020-10-26,Corrientes,5.0,2.0
1962,2020-10-26,Neuquén,625.0,15.0
1383,2020-10-26,Jujuy,18.0,3.0
3009,2020-10-26,Tucumán,370.0,16.0
821,2020-10-26,Chubut,354.0,6.0
2141,2020-10-26,Río Negro,511.0,8.0
481,2020-10-26,CABA,1148.0,28.0
1850,2020-10-26,Misiones,41.0,1.0
2897,2020-10-26,Tierra del Fuego,99.0,3.0
1040,2020-10-26,Córdoba,1496.0,29.0
2423,2020-10-26,San Luis,27.0,4.0
2142,2020-10-27,Río Negro,385.0,5.0
482,2020-10-27,CABA,1075.0,28.0
1571,2020-10-27,La Rioja,10.0,5.0
223,2020-10-27,Buenos Aires,5054.0,146.0
1384,2020-10-27,Jujuy,20.0,4.0
2279,2020-10-27,Salta,117.0,18.0
2424,2020-10-27,San Luis,17.0,7.0
2694,2020-10-27,Santa Fe,1452.0,30.0
1041,2020-10-27,Córdoba,1123.0,28.0
720,2020-10-27,Chaco,77.0,6.0
1743,2020-10-27,Mendoza,475.0,10.0
887,2020-10-27,Corrientes,5.0,4.0
1444,2020-10-27,La Pampa,259.0,1.0
1233,2020-10-27,Entre Ríos,505.0,6.0
2898,2020-10-27,Tierra del Fuego,87.0,8.0
2789,2020-10-27,Santiago del Estero,642.0,4.0
2356,2020-10-27,San Juan,246.0,2.0
2530,2020-10-27,Santa Cruz,262.0,3.0
3010,2020-10-27,Tucumán,289.0,14.0
822,2020-10-27,Chubut,273.0,3.0
1963,2020-10-27,Neuquén,478.0,13.0
483,2020-10-28,CABA,1025.0,23.0
2531,2020-10-28,Santa Cruz,246.0,4.0
1042,2020-10-28,Córdoba,939.0,34.0
2143,2020-10-28,Río Negro,380.0,10.0
1385,2020-10-28,Jujuy,20.0,4.0
2790,2020-10-28,Santiago del Estero,521.0,4.0
224,2020-10-28,Buenos Aires,4632.0,127.0
823,2020-10-28,Chubut,306.0,3.0
3011,2020-10-28,Tucumán,287.0,19.0
2899,2020-10-28,Tierra del Fuego,121.0,6.0
2280,2020-10-28,Salta,132.0,11.0
2425,2020-10-28,San Luis,23.0,6.0
1964,2020-10-28,Neuquén,414.0,12.0
2357,2020-10-28,San Juan,119.0,3.0
1744,2020-10-28,Mendoza,447.0,17.0
1234,2020-10-28,Entre Ríos,415.0,8.0
2695,2020-10-28,Santa Fe,1231.0,36.0
721,2020-10-28,Chaco,62.0,7.0
1572,2020-10-28,La Rioja,6.0,3.0
1851,2020-10-29,Misiones,32.0,1.0
1573,2020-10-29,La Rioja,3.0,2.0
2696,2020-10-29,Santa Fe,1143.0,28.0
1043,2020-10-29,Córdoba,940.0,23.0
2358,2020-10-29,San Juan,144.0,4.0
2144,2020-10-29,Río Negro,339.0,11.0
2281,2020-10-29,Salta,113.0,9.0
722,2020-10-29,Chaco,49.0,3.0
2900,2020-10-29,Tierra del Fuego,60.0,3.0
1445,2020-10-29,La Pampa,259.0,1.0
1965,2020-10-29,Neuquén,351.0,8.0
484,2020-10-29,CABA,1012.0,24.0
225,2020-10-29,Buenos Aires,4026.0,126.0
2426,2020-10-29,San Luis,29.0,4.0
1745,2020-10-29,Mendoza,423.0,25.0
1235,2020-10-29,Entre Ríos,365.0,8.0
1386,2020-10-29,Jujuy,18.0,2.0
3012,2020-10-29,Tucumán,246.0,24.0
2791,2020-10-29,Santiago del Estero,273.0,4.0
824,2020-10-29,Chubut,276.0,2.0
1574,2020-10-30,La Rioja,3.0,2.0
1236,2020-10-30,Entre Ríos,448.0,7.0
1966,2020-10-30,Neuquén,431.0,4.0
723,2020-10-30,Chaco,50.0,7.0
2427,2020-10-30,San Luis,36.0,7.0
3013,2020-10-30,Tucumán,329.0,14.0
2359,2020-10-30,San Juan,134.0,1.0
2145,2020-10-30,Río Negro,356.0,9.0
2901,2020-10-30,Tierra del Fuego,74.0,1.0
485,2020-10-30,CABA,1007.0,18.0
2282,2020-10-30,Salta,102.0,3.0
2697,2020-10-30,Santa Fe,1180.0,24.0
226,2020-10-30,Buenos Aires,4534.0,141.0
1387,2020-10-30,Jujuy,21.0,2.0
825,2020-10-30,Chubut,267.0,5.0
1044,2020-10-30,Córdoba,981.0,29.0
2532,2020-10-30,Santa Cruz,232.0,4.0
1746,2020-10-30,Mendoza,473.0,16.0
2792,2020-10-30,Santiago del Estero,269.0,5.0
2698,2020-10-31,Santa Fe,1026.0,29.0
826,2020-10-31,Chubut,243.0,1.0
1575,2020-10-31,La Rioja,7.0,1.0
1967,2020-10-31,Neuquén,398.0,10.0
2533,2020-10-31,Santa Cruz,142.0,8.0
724,2020-10-31,Chaco,53.0,6.0
486,2020-10-31,CABA,735.0,20.0
2360,2020-10-31,San Juan,91.0,6.0
2283,2020-10-31,Salta,56.0,4.0
1237,2020-10-31,Entre Ríos,375.0,5.0
227,2020-10-31,Buenos Aires,3842.0,120.0
1045,2020-10-31,Córdoba,805.0,38.0
1388,2020-10-31,Jujuy,15.0,4.0
3014,2020-10-31,Tucumán,187.0,18.0
2428,2020-10-31,San Luis,25.0,6.0
2146,2020-10-31,Río Negro,335.0,10.0
2793,2020-10-31,Santiago del Estero,231.0,1.0
1747,2020-10-31,Mendoza,327.0,15.0
2361,2020-11-01,San Juan,118.0,1.0
228,2020-11-01,Buenos Aires,5409.0,109.0
1748,2020-11-01,Mendoza,488.0,12.0
2429,2020-11-01,San Luis,28.0,4.0
827,2020-11-01,Chubut,265.0,5.0
1238,2020-11-01,Entre Ríos,456.0,8.0
1968,2020-11-01,Neuquén,425.0,8.0
2902,2020-11-01,Tierra del Fuego,84.0,7.0
1576,2020-11-01,La Rioja,3.0,3.0
888,2020-11-01,Corrientes,1.0,2.0
1446,2020-11-01,La Pampa,247.0,2.0
2534,2020-11-01,Santa Cruz,209.0,3.0
2147,2020-11-01,Río Negro,370.0,7.0
2794,2020-11-01,Santiago del Estero,423.0,3.0
3015,2020-11-01,Tucumán,370.0,19.0
1046,2020-11-01,Córdoba,1139.0,37.0
487,2020-11-01,CABA,1169.0,30.0
2284,2020-11-01,Salta,131.0,6.0
2699,2020-11-01,Santa Fe,1335.0,43.0
725,2020-11-01,Chaco,86.0,3.0
1389,2020-11-01,Jujuy,24.0,3.0
1447,2020-11-02,La Pampa,261.0,4.0
828,2020-11-02,Chubut,376.0,8.0
2148,2020-11-02,Río Negro,376.0,6.0
488,2020-11-02,CABA,1138.0,16.0
1047,2020-11-02,Córdoba,1375.0,31.0
3016,2020-11-02,Tucumán,313.0,22.0
1577,2020-11-02,La Rioja,3.0,5.0
2285,2020-11-02,Salta,107.0,12.0
2430,2020-11-02,San Luis,11.0,6.0
726,2020-11-02,Chaco,86.0,8.0
2795,2020-11-02,Santiago del Estero,374.0,2.0
2700,2020-11-02,Santa Fe,1359.0,29.0
229,2020-11-02,Buenos Aires,5193.0,126.0
889,2020-11-02,Corrientes,10.0,4.0
2535,2020-11-02,Santa Cruz,238.0,7.0
2903,2020-11-02,Tierra del Fuego,103.0,4.0
1749,2020-11-02,Mendoza,509.0,22.0
1969,2020-11-02,Neuquén,430.0,10.0
1239,2020-11-02,Entre Ríos,442.0,13.0
1390,2020-11-02,Jujuy,13.0,1.0
230,2020-11-03,Buenos Aires,4570.0,112.0
2796,2020-11-03,Santiago del Estero,387.0,4.0
1750,2020-11-03,Mendoza,381.0,18.0
829,2020-11-03,Chubut,333.0,9.0
3017,2020-11-03,Tucumán,234.0,24.0
1048,2020-11-03,Córdoba,1117.0,34.0
2701,2020-11-03,Santa Fe,1146.0,32.0
890,2020-11-03,Corrientes,6.0,3.0
2904,2020-11-03,Tierra del Fuego,94.0,4.0
1578,2020-11-03,La Rioja,5.0,1.0
2149,2020-11-03,Río Negro,323.0,9.0
1240,2020-11-03,Entre Ríos,453.0,11.0
1970,2020-11-03,Neuquén,361.0,9.0
2431,2020-11-03,San Luis,17.0,8.0
2536,2020-11-03,Santa Cruz,239.0,1.0
2362,2020-11-03,San Juan,132.0,6.0
1391,2020-11-03,Jujuy,17.0,1.0
727,2020-11-03,Chaco,81.0,3.0
2286,2020-11-03,Salta,77.0,8.0
489,2020-11-03,CABA,967.0,24.0
490,2020-11-04,CABA,947.0,17.0
231,2020-11-04,Buenos Aires,4086.0,127.0
830,2020-11-04,Chubut,254.0,3.0
1392,2020-11-04,Jujuy,10.0,2.0
3018,2020-11-04,Tucumán,224.0,18.0
1049,2020-11-04,Córdoba,865.0,38.0
2287,2020-11-04,Salta,70.0,3.0
728,2020-11-04,Chaco,81.0,5.0
2702,2020-11-04,Santa Fe,1100.0,13.0
891,2020-11-04,Corrientes,5.0,3.0
2537,2020-11-04,Santa Cruz,255.0,6.0
1971,2020-11-04,Neuquén,398.0,11.0
1751,2020-11-04,Mendoza,325.0,15.0
2432,2020-11-04,San Luis,16.0,3.0
2797,2020-11-04,Santiago del Estero,625.0,3.0
2150,2020-11-04,Río Negro,355.0,10.0
1579,2020-11-04,La Rioja,5.0,2.0
1241,2020-11-04,Entre Ríos,382.0,5.0
2363,2020-11-04,San Juan,104.0,4.0
2905,2020-11-04,Tierra del Fuego,79.0,2.0
3019,2020-11-05,Tucumán,261.0,25.0
1393,2020-11-05,Jujuy,10.0,3.0
2364,2020-11-05,San Juan,89.0,2.0
2288,2020-11-05,Salta,76.0,5.0
2906,2020-11-05,Tierra del Fuego,85.0,3.0
1242,2020-11-05,Entre Ríos,389.0,9.0
1448,2020-11-05,La Pampa,205.0,1.0
2703,2020-11-05,Santa Fe,1012.0,16.0
892,2020-11-05,Corrientes,4.0,2.0
1580,2020-11-05,La Rioja,2.0,4.0
2538,2020-11-05,Santa Cruz,242.0,7.0
491,2020-11-05,CABA,886.0,31.0
1972,2020-11-05,Neuquén,357.0,8.0
2151,2020-11-05,Río Negro,257.0,2.0
729,2020-11-05,Chaco,75.0,7.0
1050,2020-11-05,Córdoba,964.0,38.0
2798,2020-11-05,Santiago del Estero,450.0,5.0
2433,2020-11-05,San Luis,10.0,6.0
1752,2020-11-05,Mendoza,319.0,10.0
831,2020-11-05,Chubut,256.0,4.0
232,2020-11-05,Buenos Aires,3926.0,123.0
2434,2020-11-06,San Luis,8.0,1.0
2539,2020-11-06,Santa Cruz,203.0,3.0
492,2020-11-06,CABA,961.0,20.0
1243,2020-11-06,Entre Ríos,389.0,5.0
1753,2020-11-06,Mendoza,355.0,15.0
2704,2020-11-06,Santa Fe,1007.0,27.0
893,2020-11-06,Corrientes,7.0,2.0
1449,2020-11-06,La Pampa,247.0,2.0
1973,2020-11-06,Neuquén,318.0,2.0
2907,2020-11-06,Tierra del Fuego,83.0,4.0
730,2020-11-06,Chaco,79.0,4.0
3020,2020-11-06,Tucumán,198.0,15.0
2799,2020-11-06,Santiago del Estero,453.0,2.0
1394,2020-11-06,Jujuy,17.0,2.0
2152,2020-11-06,Río Negro,338.0,7.0
2365,2020-11-06,San Juan,109.0,1.0
2289,2020-11-06,Salta,74.0,10.0
1051,2020-11-06,Córdoba,915.0,28.0
233,2020-11-06,Buenos Aires,3898.0,126.0
832,2020-11-06,Chubut,275.0,9.0
234,2020-11-07,Buenos Aires,3985.0,109.0
2540,2020-11-07,Santa Cruz,225.0,3.0
2435,2020-11-07,San Luis,9.0,4.0
2290,2020-11-07,Salta,62.0,1.0
2800,2020-11-07,Santiago del Estero,287.0,3.0
1754,2020-11-07,Mendoza,313.0,10.0
2705,2020-11-07,Santa Fe,1100.0,28.0
894,2020-11-07,Corrientes,2.0,2.0
731,2020-11-07,Chaco,80.0,1.0
1244,2020-11-07,Entre Ríos,409.0,8.0
3021,2020-11-07,Tucumán,191.0,22.0
1852,2020-11-07,Misiones,17.0,1.0
2366,2020-11-07,San Juan,92.0,3.0
2908,2020-11-07,Tierra del Fuego,87.0,3.0
1974,2020-11-07,Neuquén,320.0,7.0
1052,2020-11-07,Córdoba,872.0,26.0
833,2020-11-07,Chubut,296.0,4.0
2153,2020-11-07,Río Negro,345.0,6.0
493,2020-11-07,CABA,794.0,17.0
2706,2020-11-08,Santa Fe,1100.0,27.0
834,2020-11-08,Chubut,281.0,5.0
516,2020-11-08,Catamarca,1.0,2.0
2291,2020-11-08,Salta,73.0,4.0
1395,2020-11-08,Jujuy,11.0,3.0
2909,2020-11-08,Tierra del Fuego,95.0,4.0
2367,2020-11-08,San Juan,30.0,1.0
2154,2020-11-08,Río Negro,331.0,13.0
732,2020-11-08,Chaco,94.0,3.0
1053,2020-11-08,Córdoba,816.0,17.0
2436,2020-11-08,San Luis,12.0,3.0
1245,2020-11-08,Entre Ríos,423.0,10.0
1853,2020-11-08,Misiones,26.0,1.0
3022,2020-11-08,Tucumán,190.0,13.0
2801,2020-11-08,Santiago del Estero,412.0,2.0
1450,2020-11-08,La Pampa,201.0,1.0
1581,2020-11-08,La Rioja,6.0,2.0
494,2020-11-08,CABA,865.0,27.0
2541,2020-11-08,Santa Cruz,152.0,8.0
1755,2020-11-08,Mendoza,335.0,11.0
1975,2020-11-08,Neuquén,329.0,8.0
235,2020-11-08,Buenos Aires,4297.0,106.0
1582,2020-11-09,La Rioja,5.0,1.0
1756,2020-11-09,Mendoza,436.0,12.0
495,2020-11-09,CABA,1055.0,29.0
3023,2020-11-09,Tucumán,296.0,13.0
733,2020-11-09,Chaco,98.0,5.0
1396,2020-11-09,Jujuy,13.0,1.0
2707,2020-11-09,Santa Fe,1362.0,14.0
1054,2020-11-09,Córdoba,1054.0,26.0
236,2020-11-09,Buenos Aires,4816.0,110.0
2910,2020-11-09,Tierra del Fuego,97.0,4.0
895,2020-11-09,Corrientes,10.0,2.0
2437,2020-11-09,San Luis,16.0,3.0
2802,2020-11-09,Santiago del Estero,442.0,2.0
1976,2020-11-09,Neuquén,438.0,12.0
2155,2020-11-09,Río Negro,325.0,8.0
1451,2020-11-09,La Pampa,204.0,1.0
835,2020-11-09,Chubut,326.0,4.0
517,2020-11-09,Catamarca,2.0,1.0
2542,2020-11-09,Santa Cruz,221.0,5.0
2292,2020-11-09,Salta,89.0,5.0
1246,2020-11-09,Entre Ríos,479.0,13.0
1452,2020-11-10,La Pampa,204.0,3.0
237,2020-11-10,Buenos Aires,4972.0,120.0
734,2020-11-10,Chaco,87.0,5.0
1055,2020-11-10,Córdoba,959.0,23.0
896,2020-11-10,Corrientes,17.0,4.0
1247,2020-11-10,Entre Ríos,504.0,10.0
2438,2020-11-10,San Luis,11.0,2.0
3024,2020-11-10,Tucumán,264.0,7.0
1757,2020-11-10,Mendoza,311.0,8.0
1583,2020-11-10,La Rioja,4.0,2.0
2803,2020-11-10,Santiago del Estero,521.0,1.0
836,2020-11-10,Chubut,267.0,5.0
2293,2020-11-10,Salta,78.0,4.0
518,2020-11-10,Catamarca,5.0,1.0
2543,2020-11-10,Santa Cruz,249.0,2.0
2911,2020-11-10,Tierra del Fuego,97.0,3.0
1977,2020-11-10,Neuquén,357.0,12.0
2708,2020-11-10,Santa Fe,1238.0,27.0
1397,2020-11-10,Jujuy,15.0,5.0
496,2020-11-10,CABA,1034.0,23.0
2156,2020-11-10,Río Negro,312.0,8.0
2439,2020-11-11,San Luis,7.0,1.0
1978,2020-11-11,Neuquén,303.0,9.0
1758,2020-11-11,Mendoza,245.0,10.0
1248,2020-11-11,Entre Ríos,387.0,2.0
2157,2020-11-11,Río Negro,271.0,8.0
837,2020-11-11,Chubut,229.0,19.0
1453,2020-11-11,La Pampa,164.0,2.0
1056,2020-11-11,Córdoba,745.0,22.0
3025,2020-11-11,Tucumán,202.0,14.0
2804,2020-11-11,Santiago del Estero,412.0,2.0
2294,2020-11-11,Salta,79.0,3.0
897,2020-11-11,Corrientes,18.0,1.0
497,2020-11-11,CABA,885.0,24.0
2709,2020-11-11,Santa Fe,1066.0,15.0
2544,2020-11-11,Santa Cruz,206.0,6.0
2912,2020-11-11,Tierra del Fuego,90.0,5.0
1584,2020-11-11,La Rioja,2.0,2.0
1398,2020-11-11,Jujuy,3.0,2.0
735,2020-11-11,Chaco,104.0,8.0
2368,2020-11-11,San Juan,49.0,5.0
238,2020-11-11,Buenos Aires,3796.0,106.0
1057,2020-11-12,Córdoba,571.0,24.0
2710,2020-11-12,Santa Fe,997.0,18.0
2158,2020-11-12,Río Negro,218.0,7.0
2295,2020-11-12,Salta,72.0,6.0
519,2020-11-12,Catamarca,1.0,2.0
838,2020-11-12,Chubut,201.0,4.0
2369,2020-11-12,San Juan,44.0,8.0
2805,2020-11-12,Santiago del Estero,442.0,3.0
2545,2020-11-12,Santa Cruz,247.0,1.0
1759,2020-11-12,Mendoza,236.0,7.0
1979,2020-11-12,Neuquén,241.0,7.0
736,2020-11-12,Chaco,90.0,6.0
2913,2020-11-12,Tierra del Fuego,66.0,1.0
1249,2020-11-12,Entre Ríos,392.0,10.0
898,2020-11-12,Corrientes,21.0,2.0
3026,2020-11-12,Tucumán,256.0,11.0
239,2020-11-12,Buenos Aires,3611.0,87.0
2440,2020-11-12,San Luis,5.0,1.0
1454,2020-11-12,La Pampa,158.0,4.0
498,2020-11-12,CABA,802.0,14.0
2546,2020-11-13,Santa Cruz,248.0,3.0
3027,2020-11-13,Tucumán,243.0,11.0
1455,2020-11-13,La Pampa,176.0,1.0
737,2020-11-13,Chaco,107.0,3.0
2370,2020-11-13,San Juan,17.0,1.0
839,2020-11-13,Chubut,241.0,4.0
240,2020-11-13,Buenos Aires,3796.0,94.0
1760,2020-11-13,Mendoza,267.0,13.0
2806,2020-11-13,Santiago del Estero,369.0,3.0
499,2020-11-13,CABA,928.0,12.0
1250,2020-11-13,Entre Ríos,356.0,16.0
1980,2020-11-13,Neuquén,238.0,3.0
2711,2020-11-13,Santa Fe,1099.0,23.0
1585,2020-11-13,La Rioja,3.0,2.0
2441,2020-11-13,San Luis,15.0,1.0
2296,2020-11-13,Salta,62.0,2.0
1058,2020-11-13,Córdoba,588.0,26.0
899,2020-11-13,Corrientes,8.0,1.0
2159,2020-11-13,Río Negro,224.0,5.0
2914,2020-11-13,Tierra del Fuego,76.0,3.0
2371,2020-11-14,San Juan,7.0,6.0
241,2020-11-14,Buenos Aires,3702.0,89.0
2547,2020-11-14,Santa Cruz,232.0,5.0
1761,2020-11-14,Mendoza,270.0,10.0
1981,2020-11-14,Neuquén,218.0,10.0
2297,2020-11-14,Salta,68.0,3.0
2807,2020-11-14,Santiago del Estero,333.0,2.0
1251,2020-11-14,Entre Ríos,392.0,6.0
2160,2020-11-14,Río Negro,213.0,3.0
1586,2020-11-14,La Rioja,1.0,1.0
1399,2020-11-14,Jujuy,8.0,1.0
2915,2020-11-14,Tierra del Fuego,85.0,2.0
1456,2020-11-14,La Pampa,147.0,2.0
1059,2020-11-14,Córdoba,502.0,25.0
738,2020-11-14,Chaco,133.0,6.0
2712,2020-11-14,Santa Fe,925.0,18.0
840,2020-11-14,Chubut,204.0,1.0
3028,2020-11-14,Tucumán,217.0,6.0
500,2020-11-14,CABA,748.0,20.0
2442,2020-11-14,San Luis,6.0,2.0
900,2020-11-14,Corrientes,4.0,4.0
2298,2020-11-15,Salta,79.0,2.0
3029,2020-11-15,Tucumán,151.0,12.0
1762,2020-11-15,Mendoza,273.0,6.0
1252,2020-11-15,Entre Ríos,417.0,5.0
501,2020-11-15,CABA,899.0,12.0
2161,2020-11-15,Río Negro,266.0,4.0
2443,2020-11-15,San Luis,7.0,1.0
2916,2020-11-15,Tierra del Fuego,81.0,3.0
2808,2020-11-15,Santiago del Estero,292.0,2.0
242,2020-11-15,Buenos Aires,4329.0,91.0
739,2020-11-15,Chaco,111.0,7.0
2713,2020-11-15,Santa Fe,1076.0,20.0
841,2020-11-15,Chubut,195.0,4.0
1854,2020-11-15,Misiones,17.0,1.0
1457,2020-11-15,La Pampa,187.0,2.0
520,2020-11-15,Catamarca,1.0,1.0
1982,2020-11-15,Neuquén,237.0,7.0
1060,2020-11-15,Córdoba,574.0,17.0
2548,2020-11-15,Santa Cruz,192.0,1.0
1061,2020-11-16,Córdoba,658.0,29.0
243,2020-11-16,Buenos Aires,4490.0,96.0
2162,2020-11-16,Río Negro,254.0,8.0
2444,2020-11-16,San Luis,9.0,6.0
901,2020-11-16,Corrientes,6.0,2.0
2714,2020-11-16,Santa Fe,1206.0,23.0
502,2020-11-16,CABA,956.0,23.0
1253,2020-11-16,Entre Ríos,470.0,6.0
842,2020-11-16,Chubut,230.0,8.0
740,2020-11-16,Chaco,116.0,5.0
2372,2020-11-16,San Juan,32.0,3.0
2299,2020-11-16,Salta,92.0,4.0
1983,2020-11-16,Neuquén,245.0,5.0
1587,2020-11-16,La Rioja,2.0,3.0
1763,2020-11-16,Mendoza,297.0,7.0
2809,2020-11-16,Santiago del Estero,311.0,2.0
1458,2020-11-16,La Pampa,233.0,4.0
2549,2020-11-16,Santa Cruz,288.0,4.0
3030,2020-11-16,Tucumán,198.0,14.0
902,2020-11-17,Corrientes,5.0,1.0
1254,2020-11-17,Entre Ríos,411.0,8.0
2715,2020-11-17,Santa Fe,971.0,24.0
1588,2020-11-17,La Rioja,3.0,2.0
244,2020-11-17,Buenos Aires,3975.0,102.0
2917,2020-11-17,Tierra del Fuego,52.0,8.0
1984,2020-11-17,Neuquén,220.0,8.0
2550,2020-11-17,Santa Cruz,250.0,8.0
741,2020-11-17,Chaco,97.0,3.0
503,2020-11-17,CABA,838.0,13.0
2373,2020-11-17,San Juan,20.0,4.0
3031,2020-11-17,Tucumán,235.0,12.0
2163,2020-11-17,Río Negro,205.0,4.0
2445,2020-11-17,San Luis,8.0,4.0
2300,2020-11-17,Salta,76.0,5.0
1459,2020-11-17,La Pampa,182.0,2.0
1764,2020-11-17,Mendoza,246.0,11.0
1062,2020-11-17,Córdoba,573.0,20.0
843,2020-11-17,Chubut,168.0,4.0
245,2020-11-18,Buenos Aires,3301.0,89.0
2446,2020-11-18,San Luis,3.0,4.0
2716,2020-11-18,Santa Fe,743.0,18.0
2551,2020-11-18,Santa Cruz,260.0,6.0
1460,2020-11-18,La Pampa,183.0,2.0
1255,2020-11-18,Entre Ríos,338.0,3.0
3032,2020-11-18,Tucumán,114.0,7.0
1985,2020-11-18,Neuquén,183.0,7.0
1765,2020-11-18,Mendoza,187.0,9.0
2301,2020-11-18,Salta,60.0,5.0
2164,2020-11-18,Río Negro,176.0,9.0
2374,2020-11-18,San Juan,14.0,6.0
2810,2020-11-18,Santiago del Estero,217.0,2.0
2918,2020-11-18,Tierra del Fuego,68.0,2.0
742,2020-11-18,Chaco,59.0,7.0
844,2020-11-18,Chubut,179.0,3.0
1063,2020-11-18,Córdoba,456.0,19.0
504,2020-11-18,CABA,850.0,18.0
2919,2020-11-19,Tierra del Fuego,41.0,4.0
1766,2020-11-19,Mendoza,158.0,5.0
1461,2020-11-19,La Pampa,165.0,2.0
1986,2020-11-19,Neuquén,157.0,6.0
505,2020-11-19,CABA,731.0,19.0
1400,2020-11-19,Jujuy,7.0,1.0
3033,2020-11-19,Tucumán,78.0,12.0
845,2020-11-19,Chubut,121.0,4.0
743,2020-11-19,Chaco,43.0,7.0
2811,2020-11-19,Santiago del Estero,212.0,2.0
2302,2020-11-19,Salta,58.0,3.0
1855,2020-11-19,Misiones,16.0,1.0
2552,2020-11-19,Santa Cruz,229.0,2.0
1064,2020-11-19,Córdoba,385.0,17.0
1256,2020-11-19,Entre Ríos,276.0,5.0
2165,2020-11-19,Río Negro,155.0,2.0
246,2020-11-19,Buenos Aires,2821.0,48.0
