,date,prov_x,deaths,cases,lats,lons
1438,2020-10-19,La Pampa,415.0,1.0,-37.1315537735949,-65.4466546606951
1376,2020-10-19,Jujuy,18.0,2.0,-23.3200784211351,-65.7642522180337
882,2020-10-19,Corrientes,12.0,2.0,-28.7743047046407,-57.8012191977913
2416,2020-10-19,San Luis,29.0,4.0,-33.7577257449137,-66.0281298195836
1955,2020-10-19,Neuquén,646.0,4.0,-38.641757582459896,-70.1185705180601
1225,2020-10-19,Entre Ríos,583.0,7.0,-32.0588735436448,-59.2014475514635
2349,2020-10-19,San Juan,87.0,2.0,-30.8653679979618,-68.8894908486844
1033,2020-10-19,Córdoba,1772.0,35.0,-32.142932663607,-63.8017532741662
814,2020-10-19,Chubut,498.0,9.0,-43.7886233529878,-68.52675939433449
1735,2020-10-19,Mendoza,659.0,23.0,-34.6298873058957,-68.58312281837979
3002,2020-10-19,Tucumán,479.0,22.0,-26.947800183078602,-65.3647579441481
2134,2020-10-19,Río Negro,475.0,6.0,-40.4057957178801,-67.229329893694
1564,2020-10-19,La Rioja,2.0,3.0,-29.685776298315,-67.18173596944321
474,2020-10-19,CABA,1383.0,32.0,-34.6144934119689,-58.4458563545429
2686,2020-10-19,Santa Fe,1830.0,46.0,-30.7069271588117,-60.9498369430241
712,2020-10-19,Chaco,111.0,9.0,-26.3864309061226,-60.76583074386029
2271,2020-10-19,Salta,173.0,17.0,-24.2991344492002,-64.8144629600627
215,2020-10-19,Buenos Aires,5982.0,167.0,-36.6769415180527,-60.55883198157189
2522,2020-10-19,Santa Cruz,289.0,3.0,-48.8154851827063,-69.95576216719729
1848,2020-10-20,Misiones,29.0,1.0,-26.8753965086829,-54.6516966230371
1034,2020-10-20,Córdoba,1657.0,38.0,-32.142932663607,-63.8017532741662
3003,2020-10-20,Tucumán,507.0,22.0,-26.947800183078602,-65.3647579441481
1736,2020-10-20,Mendoza,650.0,21.0,-34.6298873058957,-68.58312281837979
2523,2020-10-20,Santa Cruz,336.0,1.0,-48.8154851827063,-69.95576216719729
1956,2020-10-20,Neuquén,605.0,12.0,-38.641757582459896,-70.1185705180601
2687,2020-10-20,Santa Fe,1842.0,34.0,-30.7069271588117,-60.9498369430241
2417,2020-10-20,San Luis,26.0,3.0,-33.7577257449137,-66.0281298195836
2350,2020-10-20,San Juan,70.0,1.0,-30.8653679979618,-68.8894908486844
713,2020-10-20,Chaco,122.0,6.0,-26.3864309061226,-60.76583074386029
475,2020-10-20,CABA,1391.0,28.0,-34.6144934119689,-58.4458563545429
2891,2020-10-20,Tierra del Fuego,139.0,5.0,-82.52151781220999,-50.7427486049785
1565,2020-10-20,La Rioja,5.0,3.0,-29.685776298315,-67.18173596944321
1377,2020-10-20,Jujuy,16.0,7.0,-23.3200784211351,-65.7642522180337
2135,2020-10-20,Río Negro,440.0,10.0,-40.4057957178801,-67.229329893694
815,2020-10-20,Chubut,402.0,6.0,-43.7886233529878,-68.52675939433449
2782,2020-10-20,Santiago del Estero,861.0,7.0,-27.7824116550944,-63.252386656858796
1226,2020-10-20,Entre Ríos,633.0,7.0,-32.0588735436448,-59.2014475514635
1439,2020-10-20,La Pampa,356.0,2.0,-37.1315537735949,-65.4466546606951
216,2020-10-20,Buenos Aires,6495.0,147.0,-36.6769415180527,-60.55883198157189
2272,2020-10-20,Salta,206.0,19.0,-24.2991344492002,-64.8144629600627
515,2020-10-20,Catamarca,5.0,1.0,-27.3358332810217,-66.9476824299928
476,2020-10-21,CABA,1267.0,33.0,-34.6144934119689,-58.4458563545429
1227,2020-10-21,Entre Ríos,486.0,5.0,-32.0588735436448,-59.2014475514635
1566,2020-10-21,La Rioja,4.0,7.0,-29.685776298315,-67.18173596944321
2688,2020-10-21,Santa Fe,1541.0,52.0,-30.7069271588117,-60.9498369430241
1957,2020-10-21,Neuquén,445.0,11.0,-38.641757582459896,-70.1185705180601
714,2020-10-21,Chaco,98.0,5.0,-26.3864309061226,-60.76583074386029
2524,2020-10-21,Santa Cruz,260.0,3.0,-48.8154851827063,-69.95576216719729
883,2020-10-21,Corrientes,14.0,1.0,-28.7743047046407,-57.8012191977913
2418,2020-10-21,San Luis,16.0,4.0,-33.7577257449137,-66.0281298195836
816,2020-10-21,Chubut,390.0,7.0,-43.7886233529878,-68.52675939433449
2273,2020-10-21,Salta,114.0,6.0,-24.2991344492002,-64.8144629600627
2136,2020-10-21,Río Negro,351.0,10.0,-40.4057957178801,-67.229329893694
2892,2020-10-21,Tierra del Fuego,137.0,6.0,-82.52151781220999,-50.7427486049785
1737,2020-10-21,Mendoza,423.0,13.0,-34.6298873058957,-68.58312281837979
3004,2020-10-21,Tucumán,374.0,23.0,-26.947800183078602,-65.3647579441481
1035,2020-10-21,Córdoba,1359.0,37.0,-32.142932663607,-63.8017532741662
2783,2020-10-21,Santiago del Estero,466.0,1.0,-27.7824116550944,-63.252386656858796
1849,2020-10-21,Misiones,30.0,2.0,-26.8753965086829,-54.6516966230371
1378,2020-10-21,Jujuy,9.0,4.0,-23.3200784211351,-65.7642522180337
217,2020-10-21,Buenos Aires,4620.0,141.0,-36.6769415180527,-60.55883198157189
2274,2020-10-22,Salta,105.0,9.0,-24.2991344492002,-64.8144629600627
1379,2020-10-22,Jujuy,14.0,4.0,-23.3200784211351,-65.7642522180337
715,2020-10-22,Chaco,87.0,6.0,-26.3864309061226,-60.76583074386029
2137,2020-10-22,Río Negro,375.0,10.0,-40.4057957178801,-67.229329893694
884,2020-10-22,Corrientes,5.0,3.0,-28.7743047046407,-57.8012191977913
2351,2020-10-22,San Juan,89.0,1.0,-30.8653679979618,-68.8894908486844
1738,2020-10-22,Mendoza,485.0,6.0,-34.6298873058957,-68.58312281837979
3005,2020-10-22,Tucumán,383.0,24.0,-26.947800183078602,-65.3647579441481
817,2020-10-22,Chubut,339.0,6.0,-43.7886233529878,-68.52675939433449
2689,2020-10-22,Santa Fe,1440.0,30.0,-30.7069271588117,-60.9498369430241
2525,2020-10-22,Santa Cruz,295.0,4.0,-48.8154851827063,-69.95576216719729
1958,2020-10-22,Neuquén,484.0,8.0,-38.641757582459896,-70.1185705180601
2784,2020-10-22,Santiago del Estero,493.0,3.0,-27.7824116550944,-63.252386656858796
1567,2020-10-22,La Rioja,6.0,3.0,-29.685776298315,-67.18173596944321
2419,2020-10-22,San Luis,11.0,4.0,-33.7577257449137,-66.0281298195836
2893,2020-10-22,Tierra del Fuego,140.0,6.0,-82.52151781220999,-50.7427486049785
218,2020-10-22,Buenos Aires,4327.0,139.0,-36.6769415180527,-60.55883198157189
477,2020-10-22,CABA,1148.0,27.0,-34.6144934119689,-58.4458563545429
1440,2020-10-22,La Pampa,328.0,4.0,-37.1315537735949,-65.4466546606951
1228,2020-10-22,Entre Ríos,440.0,5.0,-32.0588735436448,-59.2014475514635
1036,2020-10-22,Córdoba,1204.0,30.0,-32.142932663607,-63.8017532741662
1568,2020-10-23,La Rioja,4.0,1.0,-29.685776298315,-67.18173596944321
2690,2020-10-23,Santa Fe,1455.0,38.0,-30.7069271588117,-60.9498369430241
885,2020-10-23,Corrientes,11.0,3.0,-28.7743047046407,-57.8012191977913
1441,2020-10-23,La Pampa,248.0,2.0,-37.1315537735949,-65.4466546606951
1380,2020-10-23,Jujuy,8.0,5.0,-23.3200784211351,-65.7642522180337
2420,2020-10-23,San Luis,16.0,7.0,-33.7577257449137,-66.0281298195836
2785,2020-10-23,Santiago del Estero,373.0,3.0,-27.7824116550944,-63.252386656858796
1739,2020-10-23,Mendoza,509.0,11.0,-34.6298873058957,-68.58312281837979
219,2020-10-23,Buenos Aires,4630.0,164.0,-36.6769415180527,-60.55883198157189
1229,2020-10-23,Entre Ríos,452.0,8.0,-32.0588735436448,-59.2014475514635
2526,2020-10-23,Santa Cruz,282.0,4.0,-48.8154851827063,-69.95576216719729
716,2020-10-23,Chaco,63.0,8.0,-26.3864309061226,-60.76583074386029
3006,2020-10-23,Tucumán,330.0,19.0,-26.947800183078602,-65.3647579441481
818,2020-10-23,Chubut,374.0,6.0,-43.7886233529878,-68.52675939433449
2138,2020-10-23,Río Negro,433.0,10.0,-40.4057957178801,-67.229329893694
2275,2020-10-23,Salta,105.0,8.0,-24.2991344492002,-64.8144629600627
2894,2020-10-23,Tierra del Fuego,126.0,3.0,-82.52151781220999,-50.7427486049785
478,2020-10-23,CABA,1083.0,22.0,-34.6144934119689,-58.4458563545429
1959,2020-10-23,Neuquén,536.0,12.0,-38.641757582459896,-70.1185705180601
2352,2020-10-23,San Juan,242.0,2.0,-30.8653679979618,-68.8894908486844
1037,2020-10-23,Córdoba,1248.0,25.0,-32.142932663607,-63.8017532741662
2139,2020-10-24,Río Negro,371.0,11.0,-40.4057957178801,-67.229329893694
1442,2020-10-24,La Pampa,254.0,1.0,-37.1315537735949,-65.4466546606951
1740,2020-10-24,Mendoza,481.0,17.0,-34.6298873058957,-68.58312281837979
1569,2020-10-24,La Rioja,2.0,1.0,-29.685776298315,-67.18173596944321
1381,2020-10-24,Jujuy,8.0,1.0,-23.3200784211351,-65.7642522180337
479,2020-10-24,CABA,864.0,31.0,-34.6144934119689,-58.4458563545429
2276,2020-10-24,Salta,103.0,17.0,-24.2991344492002,-64.8144629600627
1230,2020-10-24,Entre Ríos,440.0,11.0,-32.0588735436448,-59.2014475514635
819,2020-10-24,Chubut,397.0,4.0,-43.7886233529878,-68.52675939433449
220,2020-10-24,Buenos Aires,4514.0,154.0,-36.6769415180527,-60.55883198157189
717,2020-10-24,Chaco,79.0,5.0,-26.3864309061226,-60.76583074386029
2786,2020-10-24,Santiago del Estero,403.0,6.0,-27.7824116550944,-63.252386656858796
3007,2020-10-24,Tucumán,333.0,10.0,-26.947800183078602,-65.3647579441481
1038,2020-10-24,Córdoba,1074.0,34.0,-32.142932663607,-63.8017532741662
2895,2020-10-24,Tierra del Fuego,122.0,5.0,-82.52151781220999,-50.7427486049785
2691,2020-10-24,Santa Fe,1490.0,41.0,-30.7069271588117,-60.9498369430241
1960,2020-10-24,Neuquén,456.0,10.0,-38.641757582459896,-70.1185705180601
2353,2020-10-24,San Juan,229.0,2.0,-30.8653679979618,-68.8894908486844
2421,2020-10-24,San Luis,9.0,3.0,-33.7577257449137,-66.0281298195836
2527,2020-10-24,Santa Cruz,285.0,2.0,-48.8154851827063,-69.95576216719729
2422,2020-10-25,San Luis,13.0,2.0,-33.7577257449137,-66.0281298195836
480,2020-10-25,CABA,1058.0,31.0,-34.6144934119689,-58.4458563545429
221,2020-10-25,Buenos Aires,5170.0,140.0,-36.6769415180527,-60.55883198157189
2787,2020-10-25,Santiago del Estero,467.0,1.0,-27.7824116550944,-63.252386656858796
2896,2020-10-25,Tierra del Fuego,95.0,6.0,-82.52151781220999,-50.7427486049785
2528,2020-10-25,Santa Cruz,214.0,2.0,-48.8154851827063,-69.95576216719729
2692,2020-10-25,Santa Fe,1437.0,35.0,-30.7069271588117,-60.9498369430241
1570,2020-10-25,La Rioja,3.0,1.0,-29.685776298315,-67.18173596944321
1382,2020-10-25,Jujuy,14.0,1.0,-23.3200784211351,-65.7642522180337
718,2020-10-25,Chaco,80.0,8.0,-26.3864309061226,-60.76583074386029
2277,2020-10-25,Salta,122.0,8.0,-24.2991344492002,-64.8144629600627
1961,2020-10-25,Neuquén,521.0,4.0,-38.641757582459896,-70.1185705180601
3008,2020-10-25,Tucumán,377.0,27.0,-26.947800183078602,-65.3647579441481
2354,2020-10-25,San Juan,313.0,9.0,-30.8653679979618,-68.8894908486844
820,2020-10-25,Chubut,328.0,5.0,-43.7886233529878,-68.52675939433449
2140,2020-10-25,Río Negro,399.0,14.0,-40.4057957178801,-67.229329893694
1741,2020-10-25,Mendoza,468.0,17.0,-34.6298873058957,-68.58312281837979
1231,2020-10-25,Entre Ríos,489.0,5.0,-32.0588735436448,-59.2014475514635
1039,2020-10-25,Córdoba,1133.0,34.0,-32.142932663607,-63.8017532741662
2355,2020-10-26,San Juan,314.0,3.0,-30.8653679979618,-68.8894908486844
719,2020-10-26,Chaco,100.0,6.0,-26.3864309061226,-60.76583074386029
222,2020-10-26,Buenos Aires,5516.0,142.0,-36.6769415180527,-60.55883198157189
2788,2020-10-26,Santiago del Estero,565.0,1.0,-27.7824116550944,-63.252386656858796
2278,2020-10-26,Salta,144.0,11.0,-24.2991344492002,-64.8144629600627
1742,2020-10-26,Mendoza,559.0,19.0,-34.6298873058957,-68.58312281837979
1443,2020-10-26,La Pampa,317.0,2.0,-37.1315537735949,-65.4466546606951
1232,2020-10-26,Entre Ríos,558.0,10.0,-32.0588735436448,-59.2014475514635
2693,2020-10-26,Santa Fe,1681.0,33.0,-30.7069271588117,-60.9498369430241
2529,2020-10-26,Santa Cruz,249.0,2.0,-48.8154851827063,-69.95576216719729
886,2020-10-26,Corrientes,5.0,2.0,-28.7743047046407,-57.8012191977913
1962,2020-10-26,Neuquén,625.0,15.0,-38.641757582459896,-70.1185705180601
1383,2020-10-26,Jujuy,18.0,3.0,-23.3200784211351,-65.7642522180337
3009,2020-10-26,Tucumán,370.0,16.0,-26.947800183078602,-65.3647579441481
821,2020-10-26,Chubut,354.0,6.0,-43.7886233529878,-68.52675939433449
2141,2020-10-26,Río Negro,511.0,8.0,-40.4057957178801,-67.229329893694
481,2020-10-26,CABA,1148.0,28.0,-34.6144934119689,-58.4458563545429
1850,2020-10-26,Misiones,41.0,1.0,-26.8753965086829,-54.6516966230371
2897,2020-10-26,Tierra del Fuego,99.0,3.0,-82.52151781220999,-50.7427486049785
1040,2020-10-26,Córdoba,1496.0,29.0,-32.142932663607,-63.8017532741662
2423,2020-10-26,San Luis,27.0,4.0,-33.7577257449137,-66.0281298195836
2142,2020-10-27,Río Negro,385.0,5.0,-40.4057957178801,-67.229329893694
482,2020-10-27,CABA,1075.0,28.0,-34.6144934119689,-58.4458563545429
1571,2020-10-27,La Rioja,10.0,5.0,-29.685776298315,-67.18173596944321
223,2020-10-27,Buenos Aires,5054.0,146.0,-36.6769415180527,-60.55883198157189
1384,2020-10-27,Jujuy,20.0,4.0,-23.3200784211351,-65.7642522180337
2279,2020-10-27,Salta,117.0,18.0,-24.2991344492002,-64.8144629600627
2424,2020-10-27,San Luis,17.0,7.0,-33.7577257449137,-66.0281298195836
2694,2020-10-27,Santa Fe,1452.0,30.0,-30.7069271588117,-60.9498369430241
1041,2020-10-27,Córdoba,1123.0,28.0,-32.142932663607,-63.8017532741662
720,2020-10-27,Chaco,77.0,6.0,-26.3864309061226,-60.76583074386029
1743,2020-10-27,Mendoza,475.0,10.0,-34.6298873058957,-68.58312281837979
887,2020-10-27,Corrientes,5.0,4.0,-28.7743047046407,-57.8012191977913
1444,2020-10-27,La Pampa,259.0,1.0,-37.1315537735949,-65.4466546606951
1233,2020-10-27,Entre Ríos,505.0,6.0,-32.0588735436448,-59.2014475514635
2898,2020-10-27,Tierra del Fuego,87.0,8.0,-82.52151781220999,-50.7427486049785
2789,2020-10-27,Santiago del Estero,642.0,4.0,-27.7824116550944,-63.252386656858796
2356,2020-10-27,San Juan,246.0,2.0,-30.8653679979618,-68.8894908486844
2530,2020-10-27,Santa Cruz,262.0,3.0,-48.8154851827063,-69.95576216719729
3010,2020-10-27,Tucumán,289.0,14.0,-26.947800183078602,-65.3647579441481
822,2020-10-27,Chubut,273.0,3.0,-43.7886233529878,-68.52675939433449
1963,2020-10-27,Neuquén,478.0,13.0,-38.641757582459896,-70.1185705180601
483,2020-10-28,CABA,1025.0,23.0,-34.6144934119689,-58.4458563545429
2531,2020-10-28,Santa Cruz,246.0,4.0,-48.8154851827063,-69.95576216719729
1042,2020-10-28,Córdoba,939.0,34.0,-32.142932663607,-63.8017532741662
2143,2020-10-28,Río Negro,380.0,10.0,-40.4057957178801,-67.229329893694
1385,2020-10-28,Jujuy,20.0,4.0,-23.3200784211351,-65.7642522180337
2790,2020-10-28,Santiago del Estero,521.0,4.0,-27.7824116550944,-63.252386656858796
224,2020-10-28,Buenos Aires,4632.0,127.0,-36.6769415180527,-60.55883198157189
823,2020-10-28,Chubut,306.0,3.0,-43.7886233529878,-68.52675939433449
3011,2020-10-28,Tucumán,287.0,19.0,-26.947800183078602,-65.3647579441481
2899,2020-10-28,Tierra del Fuego,121.0,6.0,-82.52151781220999,-50.7427486049785
2280,2020-10-28,Salta,132.0,11.0,-24.2991344492002,-64.8144629600627
2425,2020-10-28,San Luis,23.0,6.0,-33.7577257449137,-66.0281298195836
1964,2020-10-28,Neuquén,414.0,12.0,-38.641757582459896,-70.1185705180601
2357,2020-10-28,San Juan,119.0,3.0,-30.8653679979618,-68.8894908486844
1744,2020-10-28,Mendoza,447.0,17.0,-34.6298873058957,-68.58312281837979
1234,2020-10-28,Entre Ríos,415.0,8.0,-32.0588735436448,-59.2014475514635
2695,2020-10-28,Santa Fe,1231.0,36.0,-30.7069271588117,-60.9498369430241
721,2020-10-28,Chaco,62.0,7.0,-26.3864309061226,-60.76583074386029
1572,2020-10-28,La Rioja,6.0,3.0,-29.685776298315,-67.18173596944321
1851,2020-10-29,Misiones,32.0,1.0,-26.8753965086829,-54.6516966230371
1573,2020-10-29,La Rioja,3.0,2.0,-29.685776298315,-67.18173596944321
2696,2020-10-29,Santa Fe,1143.0,28.0,-30.7069271588117,-60.9498369430241
1043,2020-10-29,Córdoba,940.0,23.0,-32.142932663607,-63.8017532741662
2358,2020-10-29,San Juan,144.0,4.0,-30.8653679979618,-68.8894908486844
2144,2020-10-29,Río Negro,339.0,11.0,-40.4057957178801,-67.229329893694
2281,2020-10-29,Salta,113.0,9.0,-24.2991344492002,-64.8144629600627
722,2020-10-29,Chaco,49.0,3.0,-26.3864309061226,-60.76583074386029
2900,2020-10-29,Tierra del Fuego,60.0,3.0,-82.52151781220999,-50.7427486049785
1445,2020-10-29,La Pampa,259.0,1.0,-37.1315537735949,-65.4466546606951
1965,2020-10-29,Neuquén,351.0,8.0,-38.641757582459896,-70.1185705180601
484,2020-10-29,CABA,1012.0,24.0,-34.6144934119689,-58.4458563545429
225,2020-10-29,Buenos Aires,4026.0,126.0,-36.6769415180527,-60.55883198157189
2426,2020-10-29,San Luis,29.0,4.0,-33.7577257449137,-66.0281298195836
1745,2020-10-29,Mendoza,423.0,25.0,-34.6298873058957,-68.58312281837979
1235,2020-10-29,Entre Ríos,365.0,8.0,-32.0588735436448,-59.2014475514635
1386,2020-10-29,Jujuy,18.0,2.0,-23.3200784211351,-65.7642522180337
3012,2020-10-29,Tucumán,246.0,24.0,-26.947800183078602,-65.3647579441481
2791,2020-10-29,Santiago del Estero,273.0,4.0,-27.7824116550944,-63.252386656858796
824,2020-10-29,Chubut,276.0,2.0,-43.7886233529878,-68.52675939433449
1574,2020-10-30,La Rioja,3.0,2.0,-29.685776298315,-67.18173596944321
1236,2020-10-30,Entre Ríos,448.0,7.0,-32.0588735436448,-59.2014475514635
1966,2020-10-30,Neuquén,431.0,4.0,-38.641757582459896,-70.1185705180601
723,2020-10-30,Chaco,50.0,7.0,-26.3864309061226,-60.76583074386029
2427,2020-10-30,San Luis,36.0,7.0,-33.7577257449137,-66.0281298195836
3013,2020-10-30,Tucumán,329.0,14.0,-26.947800183078602,-65.3647579441481
2359,2020-10-30,San Juan,134.0,1.0,-30.8653679979618,-68.8894908486844
2145,2020-10-30,Río Negro,356.0,9.0,-40.4057957178801,-67.229329893694
2901,2020-10-30,Tierra del Fuego,74.0,1.0,-82.52151781220999,-50.7427486049785
485,2020-10-30,CABA,1007.0,18.0,-34.6144934119689,-58.4458563545429
2282,2020-10-30,Salta,102.0,3.0,-24.2991344492002,-64.8144629600627
2697,2020-10-30,Santa Fe,1180.0,24.0,-30.7069271588117,-60.9498369430241
226,2020-10-30,Buenos Aires,4534.0,141.0,-36.6769415180527,-60.55883198157189
1387,2020-10-30,Jujuy,21.0,2.0,-23.3200784211351,-65.7642522180337
825,2020-10-30,Chubut,267.0,5.0,-43.7886233529878,-68.52675939433449
1044,2020-10-30,Córdoba,981.0,29.0,-32.142932663607,-63.8017532741662
2532,2020-10-30,Santa Cruz,232.0,4.0,-48.8154851827063,-69.95576216719729
1746,2020-10-30,Mendoza,473.0,16.0,-34.6298873058957,-68.58312281837979
2792,2020-10-30,Santiago del Estero,269.0,5.0,-27.7824116550944,-63.252386656858796
2698,2020-10-31,Santa Fe,1026.0,29.0,-30.7069271588117,-60.9498369430241
826,2020-10-31,Chubut,243.0,1.0,-43.7886233529878,-68.52675939433449
1575,2020-10-31,La Rioja,7.0,1.0,-29.685776298315,-67.18173596944321
1967,2020-10-31,Neuquén,398.0,10.0,-38.641757582459896,-70.1185705180601
2533,2020-10-31,Santa Cruz,142.0,8.0,-48.8154851827063,-69.95576216719729
724,2020-10-31,Chaco,53.0,6.0,-26.3864309061226,-60.76583074386029
486,2020-10-31,CABA,735.0,20.0,-34.6144934119689,-58.4458563545429
2360,2020-10-31,San Juan,91.0,6.0,-30.8653679979618,-68.8894908486844
2283,2020-10-31,Salta,56.0,4.0,-24.2991344492002,-64.8144629600627
1237,2020-10-31,Entre Ríos,375.0,5.0,-32.0588735436448,-59.2014475514635
227,2020-10-31,Buenos Aires,3842.0,120.0,-36.6769415180527,-60.55883198157189
1045,2020-10-31,Córdoba,805.0,38.0,-32.142932663607,-63.8017532741662
1388,2020-10-31,Jujuy,15.0,4.0,-23.3200784211351,-65.7642522180337
3014,2020-10-31,Tucumán,187.0,18.0,-26.947800183078602,-65.3647579441481
2428,2020-10-31,San Luis,25.0,6.0,-33.7577257449137,-66.0281298195836
2146,2020-10-31,Río Negro,335.0,10.0,-40.4057957178801,-67.229329893694
2793,2020-10-31,Santiago del Estero,231.0,1.0,-27.7824116550944,-63.252386656858796
1747,2020-10-31,Mendoza,327.0,15.0,-34.6298873058957,-68.58312281837979
2361,2020-11-01,San Juan,118.0,1.0,-30.8653679979618,-68.8894908486844
228,2020-11-01,Buenos Aires,5409.0,109.0,-36.6769415180527,-60.55883198157189
1748,2020-11-01,Mendoza,488.0,12.0,-34.6298873058957,-68.58312281837979
2429,2020-11-01,San Luis,28.0,4.0,-33.7577257449137,-66.0281298195836
827,2020-11-01,Chubut,265.0,5.0,-43.7886233529878,-68.52675939433449
1238,2020-11-01,Entre Ríos,456.0,8.0,-32.0588735436448,-59.2014475514635
1968,2020-11-01,Neuquén,425.0,8.0,-38.641757582459896,-70.1185705180601
2902,2020-11-01,Tierra del Fuego,84.0,7.0,-82.52151781220999,-50.7427486049785
1576,2020-11-01,La Rioja,3.0,3.0,-29.685776298315,-67.18173596944321
888,2020-11-01,Corrientes,1.0,2.0,-28.7743047046407,-57.8012191977913
1446,2020-11-01,La Pampa,247.0,2.0,-37.1315537735949,-65.4466546606951
2534,2020-11-01,Santa Cruz,209.0,3.0,-48.8154851827063,-69.95576216719729
2147,2020-11-01,Río Negro,370.0,7.0,-40.4057957178801,-67.229329893694
2794,2020-11-01,Santiago del Estero,423.0,3.0,-27.7824116550944,-63.252386656858796
3015,2020-11-01,Tucumán,370.0,19.0,-26.947800183078602,-65.3647579441481
1046,2020-11-01,Córdoba,1139.0,37.0,-32.142932663607,-63.8017532741662
487,2020-11-01,CABA,1169.0,30.0,-34.6144934119689,-58.4458563545429
2284,2020-11-01,Salta,131.0,6.0,-24.2991344492002,-64.8144629600627
2699,2020-11-01,Santa Fe,1335.0,43.0,-30.7069271588117,-60.9498369430241
725,2020-11-01,Chaco,86.0,3.0,-26.3864309061226,-60.76583074386029
1389,2020-11-01,Jujuy,24.0,3.0,-23.3200784211351,-65.7642522180337
1447,2020-11-02,La Pampa,261.0,4.0,-37.1315537735949,-65.4466546606951
828,2020-11-02,Chubut,376.0,8.0,-43.7886233529878,-68.52675939433449
2148,2020-11-02,Río Negro,376.0,6.0,-40.4057957178801,-67.229329893694
488,2020-11-02,CABA,1138.0,16.0,-34.6144934119689,-58.4458563545429
1047,2020-11-02,Córdoba,1375.0,31.0,-32.142932663607,-63.8017532741662
3016,2020-11-02,Tucumán,313.0,22.0,-26.947800183078602,-65.3647579441481
1577,2020-11-02,La Rioja,3.0,5.0,-29.685776298315,-67.18173596944321
2285,2020-11-02,Salta,107.0,12.0,-24.2991344492002,-64.8144629600627
2430,2020-11-02,San Luis,11.0,6.0,-33.7577257449137,-66.0281298195836
726,2020-11-02,Chaco,86.0,8.0,-26.3864309061226,-60.76583074386029
2795,2020-11-02,Santiago del Estero,374.0,2.0,-27.7824116550944,-63.252386656858796
2700,2020-11-02,Santa Fe,1359.0,29.0,-30.7069271588117,-60.9498369430241
229,2020-11-02,Buenos Aires,5193.0,126.0,-36.6769415180527,-60.55883198157189
889,2020-11-02,Corrientes,10.0,4.0,-28.7743047046407,-57.8012191977913
2535,2020-11-02,Santa Cruz,238.0,7.0,-48.8154851827063,-69.95576216719729
2903,2020-11-02,Tierra del Fuego,103.0,4.0,-82.52151781220999,-50.7427486049785
1749,2020-11-02,Mendoza,509.0,22.0,-34.6298873058957,-68.58312281837979
1969,2020-11-02,Neuquén,430.0,10.0,-38.641757582459896,-70.1185705180601
1239,2020-11-02,Entre Ríos,442.0,13.0,-32.0588735436448,-59.2014475514635
1390,2020-11-02,Jujuy,13.0,1.0,-23.3200784211351,-65.7642522180337
230,2020-11-03,Buenos Aires,4570.0,112.0,-36.6769415180527,-60.55883198157189
2796,2020-11-03,Santiago del Estero,387.0,4.0,-27.7824116550944,-63.252386656858796
1750,2020-11-03,Mendoza,381.0,18.0,-34.6298873058957,-68.58312281837979
829,2020-11-03,Chubut,333.0,9.0,-43.7886233529878,-68.52675939433449
3017,2020-11-03,Tucumán,234.0,24.0,-26.947800183078602,-65.3647579441481
1048,2020-11-03,Córdoba,1117.0,34.0,-32.142932663607,-63.8017532741662
2701,2020-11-03,Santa Fe,1146.0,32.0,-30.7069271588117,-60.9498369430241
890,2020-11-03,Corrientes,6.0,3.0,-28.7743047046407,-57.8012191977913
2904,2020-11-03,Tierra del Fuego,94.0,4.0,-82.52151781220999,-50.7427486049785
1578,2020-11-03,La Rioja,5.0,1.0,-29.685776298315,-67.18173596944321
2149,2020-11-03,Río Negro,323.0,9.0,-40.4057957178801,-67.229329893694
1240,2020-11-03,Entre Ríos,453.0,11.0,-32.0588735436448,-59.2014475514635
1970,2020-11-03,Neuquén,361.0,9.0,-38.641757582459896,-70.1185705180601
2431,2020-11-03,San Luis,17.0,8.0,-33.7577257449137,-66.0281298195836
2536,2020-11-03,Santa Cruz,239.0,1.0,-48.8154851827063,-69.95576216719729
2362,2020-11-03,San Juan,132.0,6.0,-30.8653679979618,-68.8894908486844
1391,2020-11-03,Jujuy,17.0,1.0,-23.3200784211351,-65.7642522180337
727,2020-11-03,Chaco,81.0,3.0,-26.3864309061226,-60.76583074386029
2286,2020-11-03,Salta,77.0,8.0,-24.2991344492002,-64.8144629600627
489,2020-11-03,CABA,967.0,24.0,-34.6144934119689,-58.4458563545429
490,2020-11-04,CABA,947.0,17.0,-34.6144934119689,-58.4458563545429
231,2020-11-04,Buenos Aires,4086.0,127.0,-36.6769415180527,-60.55883198157189
830,2020-11-04,Chubut,254.0,3.0,-43.7886233529878,-68.52675939433449
1392,2020-11-04,Jujuy,10.0,2.0,-23.3200784211351,-65.7642522180337
3018,2020-11-04,Tucumán,224.0,18.0,-26.947800183078602,-65.3647579441481
1049,2020-11-04,Córdoba,865.0,38.0,-32.142932663607,-63.8017532741662
2287,2020-11-04,Salta,70.0,3.0,-24.2991344492002,-64.8144629600627
728,2020-11-04,Chaco,81.0,5.0,-26.3864309061226,-60.76583074386029
2702,2020-11-04,Santa Fe,1100.0,13.0,-30.7069271588117,-60.9498369430241
891,2020-11-04,Corrientes,5.0,3.0,-28.7743047046407,-57.8012191977913
2537,2020-11-04,Santa Cruz,255.0,6.0,-48.8154851827063,-69.95576216719729
